title	year	actors	director	plot	rating	duration	genres	index	poster
A Forgotten Dimensions Portal	2019.0	Marie Huber,  Dimitri Popov,  Madison Rivera	Lucas Delgado	A young archaeologist stumbles upon a hidden portal in an ancient temple, leading to a forgotten dimension teeming with strange creatures and advanced technology.  As she explores this new world, she uncovers a dark secret about its history and the reason it was sealed away.  Now, she must race against time to prevent the portal from collapsing, trapping her and the creatures within, while also facing the consequences of unleashing this forgotten dimension upon the world.  The fate of both worlds hangs in the balance as she struggles to find a way to bridge the gap between them.	2.47	64.0	Action, Adventure, Fantasy, Thriller	667	https://storage.googleapis.com/generated_posters/poster_667.png
Valkyries Last Stand	2015.0	Chan Tai Man,  Inuk Olsen,  Aarav Patel	Adam Phillips	In a post-apocalyptic world ravaged by a mysterious plague, a hardened warrior named Freya leads a small band of survivors.  They are hunted by a ruthless warlord who seeks to control the last remaining resources.  When Freya discovers a hidden sanctuary rumored to hold the key to a cure, she must lead her people on a perilous journey to reach it, facing deadly traps and relentless enemies along the way.  Their survival hinges on Freya's unwavering courage and the strength of their bond, as they fight for a future where humanity can rise again.	1.29	178.0	Action, Adventure	668	https://storage.googleapis.com/generated_posters/poster_668.png
Azaraths Forbidden City	2003.0	Chloe Lefevre	Leonardo da Silva	A young archaeologist, driven by a thirst for forbidden knowledge, stumbles upon a hidden map leading to the legendary city of Azarath, said to be cursed by ancient gods.  Ignoring warnings of its deadly secrets, she embarks on a perilous journey, facing treacherous traps and monstrous guardians, only to discover the city's true purpose is far more sinister than she could have imagined.  As she unravels the city's dark history, she must choose between her own ambition and the fate of the world.	1.71	121.0	Action, Adventure, Fantasy, Thriller	669	https://storage.googleapis.com/generated_posters/poster_669.png
The Immortal Kings Chronicles	2009.0	Johann Hoffmann,  Juliette Petit,  Fatima Ali	Anya Reddy	In a world where ancient kings possess the secret to immortality, a young woman named Anya discovers she is the heir to a long-lost lineage.  Threatened by a ruthless king who seeks to control the power for himself, Anya must learn to harness her own immortality and rally a forgotten army of immortal warriors to fight for the fate of the world.  As Anya uncovers the truth about her past, she must confront the dark secrets that have haunted her family for centuries, ultimately choosing between love and duty.  The fate of the world hangs in the balance as Anya faces the ultimate test of her strength and courage.	4.92	191.0	fantasy, action	670	https://storage.googleapis.com/generated_posters/poster_670.png
Unraveling the Sphinxs Riddle	2014.0	Rhea Gupta,  Elizabeth Graham	Amber Perez	Dr. Amelia Carter, a brilliant but ostracized Egyptologist, discovers a hidden chamber within the Great Sphinx, containing a cryptic message that unlocks a forgotten prophecy.  As she races to decipher the riddle, a shadowy organization seeks to exploit the prophecy for their own sinister purposes.  Amelia must navigate treacherous traps, ancient curses, and betrayals to unravel the truth and prevent a catastrophic event.  The fate of the world hangs in the balance as Amelia confronts the ultimate test of her knowledge, courage, and faith.	4.09	194.0	Action, Adventure	671	https://storage.googleapis.com/generated_posters/poster_671.png
The Alchemists Hidden Formula	2024.0	Andrea Ricci	Amari Diallo	A reclusive alchemist, on the verge of death, entrusts his secret formula for eternal life to his estranged granddaughter, a struggling artist.  She must decipher the cryptic clues hidden within his final masterpiece, facing danger from those who seek the formula for their own nefarious purposes.  As she unravels the secrets of the formula, she discovers a hidden truth about her own family history and the true meaning of immortality.  In a race against time, she must choose between the power of the formula and the love of her family.	1.41	50.0	Thriller, Fantasy	672	https://storage.googleapis.com/generated_posters/poster_672.png
Gold and Shadow City	2008.0	Mary Johnson	Emiliano Ramirez	In a city built on gold and shrouded in perpetual twilight, a young thief named Elara seeks to steal the legendary Sunstone, a gem rumored to hold the power to banish the city's shadow. But her quest leads her to a conspiracy that threatens to plunge the city into eternal darkness, forcing her to choose between her own freedom and the fate of its inhabitants.  As Elara uncovers the truth, she must confront the city's corrupt elite and a mysterious figure known only as the Shadow Master, who seeks to control the Sunstone's power for his own sinister purposes.	4.96	51.0	Action, Fantasy	673	https://storage.googleapis.com/generated_posters/poster_673.png
Beneath a Dying Star	2012.0	Louis Wolf	Nicole Kelly	A reclusive astronomer, haunted by a past tragedy, discovers a dying star hurtling towards Earth.  As the world panics, he must race against time to decipher the star's cryptic message, a message that holds the key to humanity's survival, but also reveals a terrifying truth about the universe's origins.  His journey leads him to a hidden community of stargazers, who possess ancient knowledge and a desperate plan to avert the impending doom.  But their plan comes at a terrible cost, forcing him to make an impossible choice.	2.6	193.0	Thriller, Science Fiction	674	https://storage.googleapis.com/generated_posters/poster_674.png
Phoenix Rising	2022.0	Stephanie Rivera,  Ho Chi Keung,  Maria Cruz	Varun Kapoor	After a devastating fire destroys her family's restaurant, a young chef, Maya, is left with nothing but the ashes of her dreams.  Haunted by guilt and grief, she finds solace in a hidden recipe book passed down through generations, sparking a journey of rediscovering her passion and family legacy.  As Maya rebuilds her life and her restaurant, she uncovers a secret about her family's past that forces her to confront the true meaning of resilience and the power of forgiveness.  With the help of a charming local baker, Maya rises from the ashes, not only rebuilding her restaurant but also finding love and a renewed sense of	4.99	141.0	Drama, Romance	675	https://storage.googleapis.com/generated_posters/poster_675.png
A Thousand Truths	2009.0	Callum McCarthy	Kofi Annan	A renowned journalist, known for uncovering the truth, is assigned to investigate a seemingly simple case of a missing person. As she delves deeper, she uncovers a web of lies and secrets, leading her to question everything she thought she knew about the case and her own life.  The journalist must confront her own past and the consequences of her actions, ultimately discovering that the truth is often more complex and painful than she could have imagined.	3.12	56.0	Thriller, Drama	676	https://storage.googleapis.com/generated_posters/poster_676.png
Ancient Horrors Chamber	2007.0	Saanvi Nair,  Grace Byrne	Teina Brown	A group of archaeologists, exploring a newly discovered ancient chamber, accidentally unleash a malevolent entity trapped within. As the horrors of the past begin to manifest, the team must race against time to contain the ancient evil before it consumes the world.  Their only hope lies in deciphering the cryptic warnings etched on the chamber walls, but the entity's power grows with each passing moment.  Will they succeed in sealing the chamber before it's too late, or will the ancient horrors be unleashed upon the world?	3.39	128.0	Horror, Adventure	677	https://storage.googleapis.com/generated_posters/poster_677.png
Ancient Gods Whispers	2001.0	Mohammed Khan,  Madison Hughes,  Amelia Taylor	Chow Ho Yin	A young archaeologist, haunted by visions of ancient gods, uncovers a hidden temple in the Amazon rainforest.  As she deciphers the cryptic messages within, she unwittingly awakens a powerful entity that threatens to unleash chaos upon the world.  With the help of a skeptical historian and a mysterious shaman, she must race against time to stop the ancient god's wrath and prevent a global catastrophe.  The fate of humanity hangs in the balance as the whispers of the ancient gods grow louder.	2.95	41.0	Action, Adventure, Fantasy, Thriller	678	https://storage.googleapis.com/generated_posters/poster_678.png
Sacred Temple Guardian	2010.0	Gabriel Russell,  Zuri Okonkwo,  Hiro Tanaka	Amber Perez	A young archaeologist, haunted by a family curse, discovers a hidden temple rumored to hold a powerful artifact.  As she delves deeper into the temple's secrets, she must confront a malevolent entity guarding the artifact, a creature born from the temple's ancient magic.  With the help of a wise elder and a group of unlikely allies, she must unlock the temple's true purpose and break the curse before the entity unleashes its destructive power upon the world.  The fate of humanity hangs in the balance as she faces a choice: succumb to the darkness or embrace the light and become the true guardian of the sacred temple	3.92	58.0	Action, Adventure, Fantasy, Thriller	679	https://storage.googleapis.com/generated_posters/poster_679.png
Atlantis Relic Lost	2004.0	Jasmine Walker,  Tanya Iyer	Chan Wai Shan	A young archaeologist, haunted by the disappearance of her father during an expedition to the lost city of Atlantis, stumbles upon a cryptic artifact that unlocks a hidden chamber within the ruins.  As she delves deeper, she uncovers a sinister plot involving a powerful corporation seeking to exploit the city's ancient technology for their own gain.  Forced to race against time, she must decipher the artifact's secrets and expose the corporation's nefarious plans before Atlantis's legacy is lost forever.  The fate of the world hangs in the balance as she confronts a ruthless CEO and his army of mercenaries, all while battling the treacherous depths	2.08	53.0	Action, Adventure	680	https://storage.googleapis.com/generated_posters/poster_680.png
Jade Dragons Curse	2004.0	Amber Reed	Lauren Baker	A renowned archaeologist, Dr. Emily Chen, uncovers a mysterious jade dragon statue in a remote Tibetan temple.  The statue, rumored to hold a powerful curse, unleashes a malevolent spirit that begins to terrorize the local village.  Emily must race against time to decipher the ancient inscription on the statue and break the curse before it claims more victims.  With the help of a rugged mountain guide and a skeptical historian, Emily embarks on a perilous journey to confront the spirit and save the village from its wrath.	2.89	194.0	Adventure, Horror	681	https://storage.googleapis.com/generated_posters/poster_681.png
Unraveling the Sphinx	2010.0	George Wilson,  Diya Singh	Fela Kuti	Dr. Amelia Carter, a brilliant Egyptologist, discovers a hidden chamber within the Great Sphinx, containing an ancient artifact that unlocks a forgotten language. As she deciphers the cryptic text, she uncovers a shocking truth about the Sphinx's origins and a hidden prophecy that threatens the world. Now, Amelia must race against time to decipher the prophecy and prevent a catastrophic event, while battling a shadowy organization seeking to exploit the artifact for their own sinister purposes.	1.39	160.0	Action, Adventure, Thriller	682	https://storage.googleapis.com/generated_posters/poster_682.png
Tomb of a Forgotten Pharaoh	2011.0	Erik Johansson	Fela Kuti	A renowned archaeologist, Dr. Emily Carter, discovers a hidden inscription leading to the tomb of a forgotten pharaoh.  Driven by her insatiable curiosity, she embarks on a perilous expedition into the Egyptian desert, facing treacherous traps and ancient curses.  As she delves deeper into the tomb, Emily uncovers a secret that could rewrite history, but she must race against time to escape the wrath of the pharaoh's vengeful spirit.  The fate of the world hangs in the balance as Emily confronts the ultimate choice: protect the truth or succumb to the ancient curse.	3.61	133.0	Adventure, Thriller	683	https://storage.googleapis.com/generated_posters/poster_683.png
Zs Lost City	2017.0	Leila Khaled, Abena Diallo	Aisha Hussein	Zs, a brilliant but eccentric archaeologist, discovers a cryptic map leading to a lost city rumored to hold the key to eternal life.  Driven by a thirst for knowledge and a desperate need to save her ailing father, Zs embarks on a perilous journey through treacherous jungles and ancient ruins.  However, she soon finds herself entangled in a deadly game of cat and mouse with a ruthless treasure hunter who seeks the city's secrets for his own nefarious purposes.  As Zs races against time to uncover the truth, she must confront her own inner demons and make a life-altering choice that will determine the fate of the lost	1.45	141.0	Action, Adventure	684	https://storage.googleapis.com/generated_posters/poster_684.png
Seven Seas Legend	2004.0	Luna Flores,  Melissa Walker	Sarah Cheung	A young sailor, haunted by a mysterious seafaring legend, embarks on a perilous journey across the seven seas to uncover the truth behind a lost treasure and a cursed artifact.  Along the way, she encounters a band of eccentric pirates, each with their own secrets and motivations, who become both allies and adversaries in her quest.  As she delves deeper into the legend, she discovers a hidden history of betrayal, sacrifice, and the true meaning of courage.  Ultimately, she must confront her own fears and make a choice that will determine the fate of the seven seas.	4.23	163.0	Adventure, Fantasy	685	https://storage.googleapis.com/generated_posters/poster_685.png
Silver Serpent Prophecy	2020.0	Marie Schmidt	Dylan Long	A reclusive archaeologist stumbles upon an ancient prophecy foretelling the rise of a silver serpent, a creature of immense power that will bring chaos to the world.  As she races to decipher the prophecy's cryptic clues, she must confront a shadowy organization determined to unleash the serpent for their own sinister purposes.  With the help of a skeptical historian and a mysterious young woman who claims to be the serpent's descendant, she embarks on a perilous journey to stop the prophecy from coming true.  But time is running out, and the fate of humanity hangs in the balance.	2.57	167.0	Action, Adventure, Fantasy, Thriller	686	https://storage.googleapis.com/generated_posters/poster_686.png
King Arthurs Sword	2013.0	Kimberly Hill	Kofi Annan	In a world where magic and technology collide, a young street urchin named Liam stumbles upon the legendary sword Excalibur, hidden within a forgotten museum exhibit.  As he pulls the sword from its stone, he unlocks a dormant power within himself, destined to become the new King Arthur.  But a sinister corporation, seeking to exploit the sword's power for their own gain, hunts Liam down, forcing him to embrace his destiny and fight for the future of his world.  With the help of a band of unlikely allies, Liam must learn to wield the sword's true power and unite the people against the corporation's tyranny.	1.35	167.0	Action, Fantasy	692	https://storage.googleapis.com/generated_posters/poster_692.png
Mu: The Lost Continent	2015.0	Andrea Ricci,  Jordan Gray	Mia Jones	A team of archaeologists discovers a hidden map leading to the mythical lost continent of Mu, believed to be the cradle of civilization.  Their expedition faces treacherous landscapes and ancient guardians, determined to protect the secrets of Mu.  As they delve deeper, they uncover a shocking truth about the continent's demise and its connection to the present day.  The team must race against time to prevent a catastrophic event that could rewrite history.	2.55	34.0	Action, Adventure	693	https://storage.googleapis.com/generated_posters/poster_693.png
Aztec Gold Curse	2007.0	Emma Murphy,  Noah Schulz	Teina Brown	A greedy treasure hunter, obsessed with finding the lost Aztec gold, stumbles upon a hidden temple deep in the Amazon rainforest.  He and his team soon discover the gold is cursed, unleashing ancient spirits that turn their greed into a deadly obsession.  As the team is picked off one by one, the treasure hunter must confront his own avarice and find a way to break the curse before it consumes them all.  The only way to break the curse is to return the gold to its rightful place, but the spirits are relentless and the jungle itself seems to be closing in on them.	2.43	159.0	Action, Horror	695	https://storage.googleapis.com/generated_posters/poster_695.png
Mayan Calendars Secrets	2019.0	Clara Werner,  Jayden Begay,  Michelle Stewart	Aizhan Mukasheva	A young archaeologist, obsessed with the Mayan calendar, discovers a hidden chamber within an ancient temple. Inside, she uncovers a cryptic message that reveals a forgotten prophecy about a celestial alignment that will unleash a catastrophic event.  With time running out, she must decipher the message and find a way to prevent the prophecy from coming true, before the world is plunged into chaos.	3.9	89.0	Adventure, Thriller	696	https://storage.googleapis.com/generated_posters/poster_696.png
Holy Lance Legend	2000.0	Reyansh Desai	Valentina Gómez	A reclusive historian, obsessed with the legend of the Holy Lance, discovers a hidden map leading to its supposed resting place.  He embarks on a perilous journey across Europe, facing both historical and modern dangers, to find the artifact.  His quest is complicated by a rival treasure hunter, who seeks the Lance for his own nefarious purposes.  In the end, the historian must confront the true meaning of faith and the power of belief, as he uncovers the Lance's true legacy.	4.74	187.0	Action, Adventure, Historical, Thriller	698	https://storage.googleapis.com/generated_posters/poster_698.png
The Banshees Curse	2013.0	Maria Hughes,  Nadine Gordimer	Diego López	A small Irish village is terrorized by a series of gruesome deaths, each victim bearing the mark of a banshee's claw.  A young woman, haunted by her own family's tragic past, must uncover the truth behind the curse before it claims her next.  As she delves deeper into the village's dark history, she discovers a long-forgotten secret that connects the banshee's wrath to a forbidden love and a vengeful spirit.  With the help of a skeptical but determined priest, she must confront the banshee and break the curse before it consumes them all.	3.35	183.0	Horror, Thriller	730	
Thule: The Lost Continent	2022.0	Siya Shah,  Katerina Smirnova	Sara Monti	A team of archaeologists, led by a maverick professor, discovers a hidden map leading to the mythical lost continent of Thule.  Their expedition faces treacherous conditions and ancient guardians as they race against time to uncover the truth behind Thule's disappearance and the secrets it holds.  As they delve deeper, they realize the continent's fate is intertwined with the future of humanity, and they must make a choice that could alter the course of history.  The team must decide whether to protect the secrets of Thule or share them with the world, risking the consequences of unleashing ancient knowledge.	2.85	152.0	Adventure, Action	735	https://storage.googleapis.com/generated_posters/poster_735.png
Alien Love Triangle on the Moon	2003.0	Jordan Gray, Vikram Singh,  Sofía Rivas	Chimamanda Ngozi Adichie	Astronaut Maya, stranded on the moon after a mission gone wrong, finds solace in the company of a mysterious alien creature.  Their bond deepens, but their idyllic existence is threatened when a second, more aggressive alien arrives, vying for Maya's attention and the moon's resources.  As the two aliens clash, Maya must choose between her newfound love and the survival of her species.  The fate of the moon, and perhaps Earth, hangs in the balance.	3.84	36.0	Science Fiction, Thriller	747	https://storage.googleapis.com/generated_posters/poster_747.png
Zombie Promposal: Will You Be Undead With Me?	2014.0	Ian Bell,  Cheung Wai Kin	Jamal Ali	After a lab accident turns high school senior, Zack, into a zombie, he must navigate the awkwardness of his new undead state while trying to win over his crush, Sarah.  However, Sarah is terrified of zombies, and Zack must find a way to convince her that his love is real, even if his heart is now a rotting organ.  Zack's best friend, a quirky goth girl named Raven, helps him plan the ultimate zombie promposal, hoping to win Sarah's heart and prove that love can conquer even the most terrifying of transformations.  But when a rival zombie, jealous of Zack's affections, tries	2.16	178.0	Comedy, Romance	748	
Bigfoots Bigfoot Blues	2019.0	Valentina Correa,  Andrea Ricci	Fela Kuti	"Bigfoot, tired of his reclusive life, decides to venture into the human world to find a cure for his chronic ""Bigfoot Blues"" - a mysterious ailment causing him to constantly shed fur and have uncontrollable bouts of flatulence.  He stumbles upon a quirky, small-town veterinarian who, despite her initial skepticism, agrees to help him.  Their unlikely friendship blossoms as they navigate the challenges of human society and the complexities of Bigfoot's condition.  In the process, they discover a hidden truth about Bigfoot's origins and the true cause of his ""Bigfoot Blues."""	1.08	101.0	Comedy, Fantasy	749	https://storage.googleapis.com/generated_posters/poster_749.png
Bridesmaids vs Aliens: Who Wore It Better?	2006.0	James Jones	Adam Phillips	When a group of bridesmaids are planning their best friend's wedding, they discover an alien invasion.  The aliens, obsessed with human fashion, have come to Earth to steal the wedding dress.  The bridesmaids, armed with their knowledge of fashion and their love for their friend, must fight off the aliens and save the wedding.  In the process, they learn that true friendship is more important than any dress.	2.82	118.0	Comedy, Action	750	https://storage.googleapis.com/generated_posters/poster_750.png
Lost in Transylvania: Bathtub Edition	2001.0	Marie Huber	Ng Ka Yee	"A young, tech-obsessed influencer, desperate for internet fame, travels to Transylvania to film a ""haunted bathtub"" challenge.  However, she accidentally activates an ancient curse, transforming her into a bat and trapping her in the very bathtub she sought to exploit.  Now, she must navigate the treacherous world of Transylvania, relying on the help of a grumpy, centuries-old vampire, to break the curse and reclaim her human form before her internet fame fades away.  But the real challenge lies in learning to appreciate the beauty of the world beyond the screen, and the power of genuine connection over fleeting internet trends."	2.37	156.0	Comedy, Fantasy	751	https://storage.googleapis.com/generated_posters/poster_751.png
Dude	2000.0	Katerina Smirnova,  Vivaan Yadav	Chow Man Kit	"""Dude"" follows a laid-back surfer named Chad who, after a near-death experience, discovers he has the ability to talk to animals.  He uses his newfound gift to help his friends and family, but soon finds himself caught in a conspiracy involving a corrupt corporation and a rare, endangered species.  As Chad navigates the world of animal rights activism and corporate greed, he must learn to embrace his responsibility and fight for what's right, all while trying to maintain his chill surfer vibe."	1.41	132.0	Comedy, Adventure	752	https://storage.googleapis.com/generated_posters/poster_752.png
Wheres My Dignity?	2010.0	Michael Miller	Amin Mohamed	After a humiliating public meltdown, a once-respected businessman, Arthur, is forced to move back in with his eccentric, overbearing mother.  Desperate to reclaim his dignity, Arthur embarks on a series of increasingly ridiculous schemes to rebuild his reputation, only to find himself spiraling further into chaos.  As his life unravels, Arthur must confront his own flaws and learn to accept help from the people he's pushed away, including his mother.  In the end, Arthur discovers that true dignity comes not from external validation, but from embracing his vulnerabilities and finding strength in his imperfections.	4.29	152.0	Comedy, Drama	753	https://storage.googleapis.com/generated_posters/poster_753.png
Honey	2020.0	Abena Diallo	Yara Shahidi	Honey, a talented but struggling street dancer, gets a chance to audition for a prestigious dance crew.  However, her passion for dance is tested when she faces a ruthless rival and the pressure to conform to the crew's strict style.  As Honey navigates the world of competitive dance, she discovers the true meaning of self-expression and the power of her own unique style.  In the end, Honey must choose between her dreams and her integrity, ultimately finding her own path to success.	4.01	88.0	drama, comedy	754	https://storage.googleapis.com/generated_posters/poster_754.png
I Shrunk the Audience... Again! (This Time Its Permanent)	2008.0	Cameron Peterson	Victoria Ross	Dr. Wayne Szalinski, still haunted by his previous shrinking mishaps, accidentally creates a permanent shrinking device.  During a live stage performance of his latest invention, the device malfunctions, shrinking the entire audience to the size of ants.  Now, Wayne must race against time to find a cure before his shrunken audience succumbs to the dangers of their miniature world.  But with the authorities on his trail, Wayne must also find a way to reverse the shrinking before his secret is exposed.	4.8	176.0	Comedy, Action	755	https://storage.googleapis.com/generated_posters/poster_755.png
Triple the Hairspray	2002.0	Juliette Petit,  Fatma Samba Diouf Samoura	Louis Fournier	Three high school misfits, each with a unique hairspray obsession, find themselves accidentally transported to a 1950s sock hop.  They must navigate the unfamiliar world of poodle skirts and bobby socks, all while trying to find a way back to their own time before their hairspray addiction becomes a permanent fixture.  Along the way, they discover a hidden talent for rock and roll, challenging the status quo of the era and inspiring a generation of rebels.  But their journey back home is fraught with danger, as a jealous rival with a secret agenda tries to keep them trapped in the past.	1.86	182.0	Comedy, Fantasy	758	
Freaky Friday the 14th: Now Its Personal	2013.0	Clara Müller,  Melissa Walker	Martín Acosta	On the eve of Valentine's Day, a teenage girl and her overbearing mother accidentally switch bodies after a botched spell gone wrong.  As they navigate each other's lives, they must learn to understand and appreciate each other's perspectives before the spell wears off at midnight.  But when a mysterious stalker begins targeting the mother, the daughter must use her newfound body to protect her mother and uncover the truth behind the stalker's motives.  With time running out, they must work together to break the curse and save themselves from a terrifying Valentine's Day.	4.39	95.0	fantasy, comedy	759	
Night at the Museum 5: The Mummies Throw a Rave	2017.0	Ian Bell,  Michelle Chan	Daniel Costa	After a power surge, the ancient Egyptian mummies at the museum awaken and decide to throw a massive rave, complete with booming techno music and a dazzling light show.  The night guard, Larry Daley, must stop the party before it attracts unwanted attention and the mummies face the consequences of their newfound freedom.  However, Larry soon finds himself caught up in the excitement, rediscovering his youthful spirit and joining the mummies on the dance floor.  As the night progresses, Larry must find a way to shut down the rave without ruining the mummies' fun and risking their return to their slumber.	3.52	133.0	Comedy, Fantasy	760	https://storage.googleapis.com/generated_posters/poster_760.png
The Breakfast Club Gets Detention... Again	2007.0	Liam Davis,  Gabriele Moretti,  Waleed Aly	Shania Yazzie	Thirty years after their infamous Saturday detention, the Breakfast Club members are reunited when their children, all attending the same high school, get detention together.  The adults, now facing their own midlife crises, are forced to confront their past and their children's present, realizing that some things, like teenage angst and the power of friendship, never really change.  As the adults and their children navigate the challenges of detention, they discover that they have more in common than they thought, and that the bonds of family and friendship can bridge the generational gap.  In the end, they learn that sometimes, the best way to face the future	4.4	40.0	Comedy, Drama	763	
Bring It On Again... and Again... and Again (This Time Its Competitive Knitting)	2023.0	Connor Collins,  Fiona Gallagher,  Amber Powell	Emma Díaz	"After a disastrous performance at the National Knitting Championships, the once-mighty ""Yarn Bombers"" team is on the verge of disbanding.  But when a new, ultra-competitive team emerges, led by a ruthless knitter with a secret weapon, the Yarn Bombers must find a way to reignite their passion and reclaim their title.  Their journey takes them through a whirlwind of yarn-based challenges, from intricate cable patterns to daring free-form designs, all while navigating the drama of rivalries and the joy of finding their own unique style.  In the end, they learn that true victory lies not just in winning,"	2.16	186.0	comedy, adventure	769	https://storage.googleapis.com/generated_posters/poster_769.png
The Wedding Singer 3: Robbies Redemption (in Karaoke)	2001.0	Clara Müller,  Harry Brown,  Chiara Conte	Mia Acosta	Robbie Hart, now a successful but jaded karaoke bar owner, is forced to confront his past when his former flame, Julia, returns to his bar for a surprise birthday party.  As he sings his heart out, he realizes he still harbors feelings for her, but she's now engaged to a wealthy, but emotionally distant, man.  Robbie must decide if he's willing to risk everything to win back the love of his life, all while navigating the chaotic world of karaoke and the unexpected return of his old nemesis, Sammy.  Will Robbie finally find his redemption, or will he be left singing the blues?	3.64	104.0	comedy, romance	771	https://storage.googleapis.com/generated_posters/poster_771.png
The 41-Year-Old Virgin: Still Going Strong (Maybe?)	2004.0	Maria Hughes,  Cheung Ho Yin	Lina Werner	Andy Stitzer, now a successful, albeit slightly neurotic, middle-aged entrepreneur, finds himself at a crossroads.  His long-term girlfriend, Trish, is ready for marriage and a family, but Andy, still haunted by his past, is terrified of commitment.  When a chance encounter with a free-spirited artist named Chloe throws him for a loop, Andy must confront his fears and decide if he's truly ready to embrace the next chapter of his life, even if it means facing the unknown.  Will he finally find the courage to be truly vulnerable and open himself up to love, or will he remain forever stuck in	3.02	186.0	Comedy, Romance	775	https://storage.googleapis.com/generated_posters/poster_775.png
The Hangover Part IX: The Search for Missing Brain Cells	2019.0	Michelle Turner,  Rohan Verma,  Kimberly Price	Yuto Nakamura	Years after their last disastrous adventure, the Wolfpack, now in their twilight years, find themselves in a retirement home.  When Alan mysteriously disappears, the remaining members embark on a wild, albeit slow-paced, journey to find him, fueled by a potent mix of prescription medication and fading memories.  Their search leads them to a forgotten casino in Las Vegas, where they must confront their past and the consequences of their actions, all while desperately trying to remember where they left their dentures.  In the end, they discover that the real missing brain cells were their own, and that true friendship can survive even the most outrageous of adventures.	4.83	124.0	Comedy, Adventure	777	https://storage.googleapis.com/generated_posters/poster_777.png
28 Dresses 5: The Bridesmaid Becomes the Bride (Finally!)	2007.0	Michelle Hernandez	Rebecca Nelson	After years of being the ultimate bridesmaid,  Jenny finally decides to focus on her own happiness.  She ditches her controlling, wedding-obsessed best friend and embarks on a journey of self-discovery, only to find herself falling for the charming wedding planner who's been helping her friend plan all those weddings.  But when her best friend's wedding plans go awry, Jenny must choose between her own happiness and her loyalty to her friend.  In a twist of fate, Jenny finds herself walking down the aisle, not as a bridesmaid, but as the bride.	1.13	37.0	Romance, Comedy	779	https://storage.googleapis.com/generated_posters/poster_779.png
The Proposal 5: The Marriage Counselor Strikes Back (With a Therapist License)	2017.0	Anthony Robinson,  Kayla Morgan	Hannah Schneider	After a disastrous fourth proposal, Andrew, a hopeless romantic, seeks help from a marriage counselor, Dr. Emily Carter.  Emily, however, is secretly a master manipulator who uses her therapist license to orchestrate the perfect proposal, leaving Andrew convinced it was all his idea.  But when Andrew's girlfriend, Sarah, discovers the truth, she's furious, leading to a hilarious showdown between the two women and a desperate attempt by Andrew to salvage his relationship.  In the end, love, laughter, and a little bit of therapy prevail.	4.13	114.0	comedy, romance	780	https://storage.googleapis.com/generated_posters/poster_780.png
Wedding Crashers 6: We Crashed a Wedding on Mars	2019.0	Melissa Wong,  Alice Meyer	Neil Desai	John and Jeremy, the infamous wedding crashers, are invited to a lavish wedding on Mars.  They soon discover the bride and groom are actually alien royalty, and their wedding is a cover for a galactic power struggle.  Forced to choose between their love of crashing weddings and saving the universe, John and Jeremy must use their unique skills to navigate the treacherous Martian society and expose the truth.  In the end, they not only crash the wedding but also save the galaxy, proving that even on Mars, wedding crashing can be a cosmic adventure.	3.13	126.0	Comedy, Action	781	https://storage.googleapis.com/generated_posters/poster_781.png
Five Weddings and a Werewolf (because Even Fairytales Need a Twist)	2008.0	Ng Wing Ki,  Gael Mendoza,  Chutimon Thepcharoen	Fatima Said	Lily, a wedding planner with a secret past, is tasked with organizing five lavish weddings in a small town.  As she navigates the chaos of love, drama, and demanding brides, she discovers a dark secret about the town's history - a werewolf curse that threatens to disrupt the festivities.  Lily must race against time to uncover the truth and break the curse before it's too late, all while trying to keep her own werewolf identity hidden.  With a dash of romance and a whole lot of mayhem, Lily's journey becomes a whirlwind of unexpected twists and turns.	2.5	124.0	fantasy, comedy	783	https://storage.googleapis.com/generated_posters/poster_783.png
"The Wedding Planners Guide to Escaping a Volcano (Because Disaster Doesnt Stop at""I Do"")"	2024.0	Lauren Tse,  Ayman al-Zawahiri,  Kabir Kumar	Ji-hyun Lee	"A meticulous wedding planner, known for her flawless events, finds herself scrambling to save her own wedding when a dormant volcano erupts on the island paradise she's chosen for the ceremony.  With the guests trapped and the island in chaos, she must use her organizational skills and a dash of ingenuity to escape the impending disaster and say ""I do"" before the volcano claims them all.  But as the lava flows and the ground shakes, she realizes that true love and a little bit of chaos can make for the most unforgettable wedding ever."	4.57	167.0	Comedy, Romance	784	https://storage.googleapis.com/generated_posters/poster_784.png
The Bachelor Party That Went to Space (But Now Theyre Lost)	2006.0	Wong Siu Mei	Emiliano Ramirez	A group of friends throw a bachelor party that goes hilariously wrong when they accidentally launch themselves into space on a homemade rocket.  Their joyride quickly turns into a desperate fight for survival as they realize their rocket is malfunctioning and they're lost in the vast expanse of the cosmos.  With dwindling oxygen and no way to contact Earth, they must rely on their wits and a surprising amount of duct tape to find a way home before it's too late.  The bachelor party that was supposed to be a wild night becomes a cosmic adventure filled with unexpected danger, hilarious mishaps, and the ultimate test of their friendship.	3.05	149.0	Comedy, Adventure	785	https://storage.googleapis.com/generated_posters/poster_785.png
